ID number,Both lab,# Country/project,Training,Category,"A (MY FS), B (MY O), C (ST)",A1_DonorName,A2_Agency,A3_DonorCat,Program,A4_Project,A5_Statement,A6_Keywords,A7_ImplOrg,A8_ImplCat,A9_ANGOLA,A9_BENIN,A9_BOTSWANA,A9_BURKINA FASO,A9_BURUNDI,A9_CABO VERDE,A9_CAMEROON,A9_CAR,A9_CHAD,A9_COMOROS,A9_CONGO,A9_COTE D'IVOIRE,A9_DRC,A9_DJIBOUTI,A9_EQ GUINEA,A9_ERITREA,A9_ETHIOPIA,A9_GABON,A9_GAMBIA,A9_GHANA,A9_GUINEA,A9_GUINEA-BISSAU,A9_KENYA,A9_LESOTHO,A9_LIBERIA,A9_MADAGASCAR,A9_MALAWI,A9_MALI,A9_MAURITANIA,A9_MAURITIUS,A9_MOZAMBIQUE,A9_NAMIBIA,A9_NIGER,A9_NIGERIA,A9_RWANDA,A9_SAO TOME AND PRINCIPE,A9_SENEGAL,A9_SEYCHELLES,A9_SIERRA LEONE,A9_SOMALIA,A9_SOUTH AFRICA,A9_SOUTH SUDAN,A9_SUDAN,A9_SWAZILAND,A9_TOGO,A9_UGANDA,A9_TANZANIA,A9_ZAMBIA,A9_ZIMBABWE,A9a_Level ,A10_REC,A10_REC2,A11_YearInit,A12_YearEnd,A13_TimeFrame,A14_LimitedRequest,A15_OtherCharacteristics,B1_Project focus,B2_Purpose_P,B3_Purpose_S,B4_Activity_1,B4_Activity_2,B4_Activity_3,B4_Activity_4,B4_Activity_5,B4_Activity_6,B4_Activity_7,B4_Activity_8,B4_Activity_9,B4_Activity_10,B4_Activity_11,B4_Activity_12,B4_Activity_13,B4_Activity_14,B4_Activity_15,B4_Activity_16,B4_Activity_17,B5_MarketFocus,B6_InformalMarkets,C1_HazardCat_Mycotoxins,C1_HazardCat_Microbiological,C1_HazardCat_NatChemical,C1_HazardCat_ManChem,C1_HazardCat_Unspecified,C2_HazardName,C3_CommodityCat_1 ,C3_CommodityCat_2,C3_CommodityCat_3,C3_CommodityCat_4,C3_CommodityCat_5,C3_CommodityCat_6,C3_CommodityCat_7,C3_CommodityCat_8,C3_CommodityCat_9,C3_CommodityCat_10,C3_CommodityCat_11Unspecified,C4_CommodityName,C5_ValueChain,D1_VCParticipantsNames,D2_VCPart_1,D2_VCPart_2,D2_VCPart_3,D2_VCPart_4,D2_VCPart_5,D2_VCPart_6,D2_VCPart_9,D3_DonorPartNames,D4_DonorP_1,D4_DonorP_2,D4_DonorP_3,D4_DonorP_4,D4_DonorP_5,D4_DonorP_6,D4_DonorP_7,D4_DonorP_8,D4_DonorP_9,D5_Non-DonorPartNames,D6_Non-DonorP_1,D6_Non-DonorP_2,D6_Non-DonorP_3,D6_Non-DonorP_4,D6_Non-DonorP_5,D6_Non-DonorP_6,D6_Non-DonorP_7,D6_Non-DonorP_9,E1_Total_Budget,E2_FSBudget,E3_BudgetCat,Running in 2010,Running in 2011,Running in 2012,Running in 2013,Running in 2014,Running in 2015,Running in 2016,Running in 2017,Long-term project,Short-term project/TA
US-95,0,3,1,1,C,United States,USDA-FAS,2,,Training: Technical Assistance on Biopesticide Document Adoption,Training: Technical Assistance on Biopesticide Document Adoption,biocontrol,USDA-FAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,9,2015,2015,.,.,5,1,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,government,1,0,0,0,0,0,0,0,.,.,.,0,0,0,0,0,1,0,0,0,1
US-96,0,11,1,1,A,United States,USAID,2, ,Aflasafe™ technology Transfer and Commercialization (ATTC) Program (GDA with BMGF),"Identify strategic options for partnership with private companies or government entities, execute those partnerships and help ensure aflasafe™ products reach millions of farmers.",policy; aflasafe,IITA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,9,9,2016,2020,.,.,.,1,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,aflatoxin,1,1,0,0,0,0,0,0,0,0,0,"maize, groundnut ","maize, groundnuts for human consumption",farmers,1,0,0,0,0,0,0,Bill and Melinda Gates Foundation (BMGF); USDA-ARS,0,1,1,0,0,0,0,0,0,Chemonics; Dalberg Global Development Advisors; PACA; national institutions; RECs (ECOWAS),0,0,1,0,0,1,0,0,20000000,20000000,6,0,0,0,0,0,0,1,1,1,0
US-97,0,1,2,1,A,United States,USAID,2,UBALE,"Evaluating aflatoxin contamination in the soils of Malawi, within United in building and advancing life expectations (UBALE)","To evaluate the prevalence of aflatoxin contamination in the soils of the target districts, as well as in maize and groundnuts stored at the household level (immediately after harvest and again just before planting of the next season), and at key points in the value chains of each crop. This also involves training on pre- and post-crop handling to mitigate aflatoxin levels to the UBALE staff, Ministry of Agriculture staff (AEDOs) and lead farmers.",,Catholic Relief Services (CRS); ICRISAT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2016,2017,.,.,.,1,1,9,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,aflatoxin,1,1,0,0,0,0,0,0,0,0,0,"maize, groundnut","maize, groundnut",farmers,1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"CGIAR Research Program Agriculture for Nutrition and Health (A4NH); ICRISAT; Ministry of Agriculture, Malawi (AEDOs)",1,0,1,0,0,0,0,0,.,.,.,0,0,0,0,0,0,1,1,1,0
US-98,0,1,1,1,A,United States,USAID,2,Farmer-to-Farmer,Improving Food Safety Systems (IFSSP),"To strengthen the sanitary and phytosanitary (SPS) compliance system for Ghanaian fruits and vegetables to enable public and private sector collaboration for active growth in exports and sector productivity/profitability. To achieve this vision, specialists and policymakers will be prepared to implement agricultural traceability
systems and farmers and other value chain actors will adopt recommendations to mitigate SPS issues.",SPS; fruits; vegetables; SPS; traceability; value chains,International Executive Service Corps (IESC),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2016,2018,.,.,.,1,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,pesticides,0,0,0,0,0,1,1,0,0,0,0,"fruits, vegetables",fresh fruits and vegetables for human consumption,farmers and other value chain actors,1,1,1,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"VEGA; Florida Agricultural A&M University (FAMU); Ministry of Food and Agriculture, Plant Protection and Regulatory Services, Government of Ghana; Ghana Export Promotion Authority",1,1,1,0,0,0,0,0,2854418,2854418,5,0,0,0,0,0,0,1,1,1,0
US-99,1,1,0,1,C,United States,USDA-FAS,2,Borlaug Fellowship,Borlaug Fellow 2016 (Ghana): Research on Rapid Detection of Salmonella and Enumeration of Escherichia coli in Different Food Types,Fellowship: Research on Rapid Detection of Salmonella and Enumeration of Escherichia coli in Different Food Types (Ghana),Salmonella; microbiological; testing,University of Maryland,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,2016,2016,4,9,1,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,1,0,0,0,"Salmonella, E.coli",0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,University of Maryland,0,1,0,0,0,0,0,0,40000,40000,2,0,0,0,0,0,0,1,0,0,1
WBG-1,0,1,2,2,B,World Bank Group,IDA grant through Agri GP,7,,Agricultural Markets and Agribusiness Development Project,"The project development objective is to improve competitiveness of selected domestic supply chains, increase non-traditional agricultural exports and increase rice production in project areas. ",animal source foods;  trade; meat; poultry; eggs,"Ministry of Agriculture and Hydraulics/Ministry of Livestock, Senegal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2006,2014,.,.,.,3,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,1,unspecified,1,1,1,0,1,1,1,0,0,0,0,"rice, onions, tubers, confectionary groundnuts, banana, red meat, poultry, egg","rice, onions, tubers, confectionary groundnuts, banana, red meat, poultry, egg",.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,60100000,.,6,1,1,1,1,1,0,0,0,1,0
WBG-10,2,1,2,2,B,World Bank Group,Agri GP,7,,ROC- Commercial Agriculture Project,"The project development objective is to improve productivity of selected commodities and market access for small holder farmers and SMEs in selected zones through the development of commercial agriculture. The project has provision to support policy framework for food safety, quality standards, and product certification. Il will finance the establishment of a food safety laboratory and the equipment and training for food safety technicians. Component 1 of this project aims to increase productivity sustainably and market access along value chains, and improve food and nutrition security. This project has opted for an open menu so that all crops and animal/fisheries value chain are potential candidates. 7,000 farmers are targeted through a matching grant mechanism, but overall the project will benefit around 500,000 persons (including all other activities).",quality; certification; laboratory; fisheries; value chain; animal source foods,N/A,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2017,2022,.,.,.,3,4,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,"smallholder farmers; producer organizations, SMEs",1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,100000000,25000000,6,0,0,0,0,0,0,0,1,1,0
WBG-11,0,1,1,2,B,World Bank Group,Agri GP,7,,Malawi Agricultural Commercialization Project,"The Project Development Objective is to increase commercialization of agriculture value chain products selected under the project. Agricultural value chain products are products of farms and agribusinesses, including crop, livestock, and fisheries products sold domestically or exported, with or without processing, depending on market requirements. Commercialization refers to the proportion of marketed production from targeted farms and the proportion of marketed agribusiness products from the selected value chains. The project has four components: (1) Building Productive Alliances, (2) Support Investment Enabling Services, (3) Contingency Emergency Response Component, and (4) Project Coordination and Management.",agribusiness; livestock; fisheries; cereals,"Ministry of Agriculture, Irrigation and Water Development",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2017,2023,.,.,.,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,unspecified,1,1,1,1,1,0,0,0,0,0,0,"cereals, pulses, meat, dairy, fish","cereals, pulses, meat, dairy, fish for human consumption",smallholder farmers; producer organizations,1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"Ministry of Agriculture, Irrigation and Water Development, Government of Malawi",1,0,0,0,0,0,0,0,95000000,.,6,0,0,0,0,0,0,0,1,1,0
WBG-2,0,1,1,2,B,World Bank Group,Agri GP,7,,Sierra Leone Rural and Private Sector Development Project,"The project will support initiatives to improve quality of produce for domestic/export markets, assist in strengthening marketing organizations at the producer level as well as private trade engaged in domestic marketing and export, support value addition, and provide limited support for filling critical gaps in infrastructure along the value chain, in conjunction with initiatives supported by Government/other donors.",produce; trade; infrastructure,"Ministry of Agriculture, Forestry, and Food Security",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,9,2007,2016,.,.,.,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,unspecified,1,0,1,1,1,1,1,1,1,0,0,"rice, cassava, fruits, vegetables, eggs, meat, fisheries (domestic; cocoa, coffee, cashew, oil palm, cassava, ginger (export)",,farmers organizations,1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,32600000,3912000,6,1,1,1,1,1,1,1,0,1,0
WBG-3,2,1,1,2,B,World Bank Group,Agri GP,7,,Zambia Livestock Development and Animal Health ,"The Project Development Objective (PDO) is to improve the productivity of key livestock production systems for targeted female and male smallholder producers in selected areas of the Recipient’s territory. Specifically, the project will target selected species including cattle, small ruminants (sheep and goats), pigs and poultry for smallholder producers in Eastern, Southern and Western provinces and the Disease Free Zone comprising Central, Lusaka and parts of Copperbelt provinces.",livestock; smallholder; cattle; sheep; goats; pig; poultry; animal-source food,"Ministry of Agriculture and Livestock, Zambia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,9,2012,2018,.,.,.,3,4,9,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2,2,0,1,0,1,0,"Brucella, Salmonella, residues",0,0,1,0,1,0,0,0,0,0,0,"milk, meat","milk, meat for human consumption",.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,64750000,.,6,0,0,1,1,1,1,1,1,1,0
WBG-4,1,1,1,2,B,World Bank Group,Agri GP,7,,DRC- Western Growth Poles Project,"Increase productivity and employment in selected value chains in target zones in the Democratic Republic of Congo. The development of the agroindustrial platforms will also include lab equipment for food safety. The project will also fund a countrywide diagnostic study to assess the food safety situation and needs to upgrade existing equipment with particular emphasis on the Kongo Central  province. Component 1 is entirely devoted to the development of agricultural value chains in the Congo Central province targeting 50,000 farmers and three following crops: cassava, rice and palm oil. While palm oil is typical cash crop, cassava and rice are both main staple food in the region (but also having significant agroindustrial potential). This component is supporting productivity improvement, rural roads rehabilitation, development of agroindustrial platforms where food safety is key.",laboratory; value chains; cassava; rice; palm oil; infrastructure,N/A,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2013,2019,.,.,.,3,2,4,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,1,unspecified,1,0,0,0,0,1,1,0,0,0,0,cassava; rice; palm oil,cassava; rice; palm oil,farmers organizations,1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,114700000,9176000,6,0,0,0,1,1,1,1,1,1,0
WBG-5,0,1,1,2,B,World Bank Group,Agri GP,7,,Burkina Faso Livestock Development (I),"The objective of the project is to increase the competitiveness of selected agricultural subsectors that target national and regional markets, thereby contributing to shared agricultural growth in Burkina Faso. The Project is financing improvements in the performance of value chains for a range of agricultural and livestock products for which Burkina Faso has strong comparative advantage.",livestock; animal source foods,"Ministry of Agriculture and Food Security, Burkina Faso",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2014,2016,.,.,.,3,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,1,unspecified,0,0,1,0,0,0,0,0,0,0,0,meat,meat for human consumption,farmers; processors,1,1,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,Government of Burkina Faso,1,0,0,0,0,0,0,0,66000000,6600000,6,0,0,0,0,1,1,1,0,1,0
WBG-6,0,1,2,2,B,World Bank Group,"Finance, Competitiveness & Innovation ",7,,Chad Value Chain Support Project,"To improve: (i) targeted aspects of the business environment; and (ii) the performance of agro-pastoral value chains. One of three project components is to support to the meat and dairy value chains aims to strengthen the meat and dairy value chains by carrying out a program of activities aimed at improving meat and milk facilities, assisting the recipient in enhancing the meat industry to meet regionally accepted certification standards. It is composed of following two sub-components: (i) upgrade existing infrastructure and facilities; and (ii) support to business development in the meat and dairy value chains. ",meat; dairy; milk; value chain; animal source foods,N/A,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2014,2019,.,.,.,3,2,4,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,unspecified,0,0,1,0,1,0,0,0,0,0,0,"meat, dairy","meat, dairy for human consumption",.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,Government of Chad,1,0,0,0,0,0,0,0,10200000,1530000,6,0,0,0,0,1,1,1,1,1,0
WBG-7,1,1,1,2,B,World Bank Group,Agri GP,7,,DRC- Regional Great Lakes Integrated Agricultural Development Project,"The objective of the Regional Great Lakes Integrated Agriculture Development Project is to (i) increase agricultural productivity and commercialization in targeted areas in the territory of the Recipient and improve agricultural regional integration; and (ii) to provide immediate and effective response in the event of an eligible crisis or emergency.
The project envisages to support the research institution INERA in Mulungu with laboratory equipment including food safety management to support the development of the targeted value chains.
Component 1 of this project is targeting productivity and production improvement of three agricultural value chains (cassava, rice and dairy products) along the corridor Bukavu-Uvira-Kalemie (including the Ruzizi valley) in the provinces of South Kivu and Tanganyika. The project is targeting 200,000 beneficiaries.",laboratory; value chains; livestock; dairy; cassava; rice; palm oil; infrastructure,Government of DRC and Government of Burundi,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2016,2022,.,.,.,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,unspecified,1,0,1,1,1,0,1,0,0,0,0,"fish, rice, cassava, dairy, meat","fish, rice, cassava, dairy, meat",producer organizations (Pos); cooperatives,1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,152700000,22905000,6,0,0,0,0,0,0,1,1,1,0
WBG-8,0,1,2,2,B,World Bank Group,Agri GP,7,,Ethiopia Livestock and Fisheries Development,"Increase productivity and commercialization of producers and processors in selected value chains, strengthen service delivery systems in the livestock and fisheries sectors, and respond promptly and effectively to an eligible crisis or emergency.",livestock; fisheries; meat; animal source foods,N/A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2017,2024,.,.,.,3,2,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,unspecified,0,0,1,1,1,0,0,0,0,0,0,"dairy, poultry meat, eggs, fish","dairy, poultry meat, eggs, fish for human consumption",producers; processors,1,1,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,"Ministry of Livestock and Fisheries (MoLF), Government of Ethiopia",1,0,0,0,0,0,0,0,176200000,26430000,6,0,0,0,0,0,0,0,1,1,0
WBG-9,0,1,1,2,B,World Bank Group,Agri GP,7,,Burkina Faso Livestock Sector Development Support Project (II),"The objectives of the Project are to enhance productivity and commercialization of non-pastoral animal production in selected chains, and strengthen the country’s capacity to respond to severe crises affecting the livestock sector, and to provide immediate and effective response in the event of an Eligible Crisis or Emergency. ",livestock; value chain; animal source foods,"Ministry of Agriculture and Food Security, Burkina Faso",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2017,2022,.,.,.,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,unspecified,0,0,1,0,0,0,0,0,0,0,0,meat,meat for human consumption,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,Government of Burkina Faso,1,0,0,0,0,0,0,0,78900000,450000,6,0,0,0,0,0,0,0,1,1,0
WFP-1,0,1,1,1,C,United Nations,WFP,1,,Workshop: Identifying areas and opportunities for improved FSQ integration in the current WFP supply chain,"To collect recommendations from representatives from headquarters, regional bureaus, country offices from FSQ, Procurement, Logistics, Programme, Nutrition, School feeding, Cash Based Transfers, Global Commodity Management Facility and Purchase for Progress. An experienced training partner was identified to develop practical food safety and quality trainings.",training,WFP FSQ unit,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2017,2017,1,.,3,1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,.,.,.,0,0,0,0,0,0,0,1,0,1
WFP-2,0,1,1,1,C,United Nations,WFP,1,,Food safety capacity building in Nigeria,"To engage high-level officials of public sector partners: the National Agency for Food and Drug Administration (NAFDAC) and the Standards Organization (SON), the regulating agencies on foods and standards in Nigeria in building local capacity to certify safety and quality of locally procured foods and develop specific standards and specifications.",national; standards; regulatory; quality,WFP FSQ unit,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2017,2017,4,1,5,1,4,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,"National Agency for Food and Drug Administration (NAFDAC), Government of Nigeria; Standards Organization (SON), Government of Nigeria",1,0,0,0,0,0,0,0,.,.,.,0,0,0,0,0,0,0,1,0,1
WFP-3,0,1,2,1,C,United Nations,WFP,1,,Food safety capacity building in Ghana,"To strengthen the capacity of local partners: the Ghana Food and Drugs Authority (GFDA) and the Ghana Standards Authority (GSA), the regulatory bodies in Ghana responsible for assuring food safety and quality to improve food safety surveillance in the areas where Ghana will be distributing locally produced specialized nutritious foods, while at the same time supporting local farmers through an obligation to procure at least 20% of raw materials from them.",standards; national; regulatory; surveillance,WFP FSQ unit,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2017,2017,4,1,5,1,4,9,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,local farmers,1,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,1,Ghana Food and Drugs Authority (FDA); Ghana Standards Authority (GSA),1,0,0,0,0,0,0,0,.,.,.,0,0,0,0,0,0,0,1,0,1
WHO-1,1,7,1,1,A,United Nations,WHO,1,,Project: Support to review the training modules on foodborne disease surveillance; to conduct evaluation of the analytical capacities of food control laboratory and elaboration of procedural manual/methodological guide,Support to review the training modules on foodborne disease surveillance; to conduct evaluation of the analytical capacities of food control laboratory and elaboration of procedural manual/methodological guide,surveillance; laboratory,WHO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,9,9,2009,2013,.,.,.,1,1,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,"Governments of Guinea, Lesotho, Mozambique, Senegal, Tanzania ",1,0,0,0,0,0,0,0,.,.,,1,1,1,1,0,0,0,0,1,0
WHO-10,0,1,0,1,A,United Nations,WHO,1,,Project: The Three Fives,"To offer broader advice to people to improve their health by providing simple messages on healthy diets and physical activity together with those on food safety--  how to prepare food safely, what to eat to be healthy, and how to keep moving to stay in good shape. The 3 Fives were developed in collaboration between three WHO Departments: Food Safety, Zoonoses and Foodborne Diseases, Nutrition for Health and Development and Chronic Diseases and Health Promotion.",consumer awareness; ,WHO/AFRO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2011,2012,.,.,.,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,consumers,0,0,0,0,1,0,0,.,0,0,0,0,0,0,0,0,1,IEC,1,0,1,0,0,0,0,0,.,.,,0,1,1,0,0,0,0,0,1,0
WHO-11,1,1,1,1,A,United Nations,WHO,1,,Project: Support for trainings of food inspectors and laboratory technicians in food control (HACCP) and surveillance of foodborne diseases,Trainings of food inspectors and laboratory technicians in food control (HACCP) and surveillance of food borne diseases,laboratory; HACCP; surveillance,WHO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2011,2012,.,.,.,1,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,Government of Guinea,1,0,0,0,0,0,0,0,.,.,,0,1,1,0,0,0,0,0,1,0
WHO-12,1,1,1,1,C,United Nations,WHO,1,,Training: WHO Global Food Infections Network Level IV training course in laboratory-based foodborne disease surveillance for microbiologists and epidemiologists in Institute Pasteur ,WHO Global Food Infections Network Level IV training course in laboratory-based foodborne disease surveillance for microbiologists and epidemiologists in Institute Pasteur ,laboratory; surveillance; epidemiology,AFRO/WHO+GFN,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2011,2011,2,9,5,1,1,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,1,unspecified,0,0,0,0,0,0,0,0,0,0,1,unspecified,unspecified,.,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,1,.,.,,0,1,0,0,0,0,0,0,0,1
